LATITUDE,LONGITUDE,NAME,DESCRIPTION,ICON,CLUES,NOMRBE DE LA INSTITUCION DE SALUD,CLAVE DE LA INSTITUCION DE SALUD,NOMBRE DE LA ENTIDAD,CLAVE ENTIDAD,NOMBRE DEL MUNICIPIO
19.4078,-99.1917,DFSSA003570,"DFSSA003570
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL MIH- 4,5
SSA
PRIVADA SOSTENES ROCHA Y VICENTE EGUIA 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003570,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4984,-99.193,DFSSA000246,"DFSSA000246
C.S.T-III DR. MANUEL MARTÍNEZ BAEZ
SSA
AVENIDA DEL ROSARIO 34
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000246,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.3425,-99.1931,DFSSA002421,"DFSSA002421
C.S.T-III DR. MANUEL ESCONTRIA
SSA
FRONTERA 15
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002421,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.395,-99.1934,DFIST000196,"DFIST000196
DR. FERNANDO QUIROZ GUTIERREZ
ISSSTE
FELIPE ÁNGELES Y CANARIOS 
UNIDAD DE HOSPITALIZACIÓN",157,DFIST000196,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3423,-99.1938,DFSSA018755,"DFSSA018755
UNEME E.C. MANUEL ESCONTRÍA
SSA
FRONTERA 15
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018755,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.4604,-99.1945,DFSSA003606,"DFSSA003606
UNIDAD MÉDICA DEL CENTRO DE SANCIONES ADMINISTRATIVAS E INTEGRACIÓN SOCIAL
SSA
LAGO GASCASONICA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003606,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4497,-99.1949,DFSSA018270,"DFSSA018270
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL MIH- 2
SSA
LAGO ERNE Y LAGO COLIN DEPORTIVO PAVON 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018270,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.2847,-99.1956,DFSSA002730,"DFSSA002730
C.S.T-I DIF
SSA
AVENIDA DE LAS TORRES Y VENUSTIANO CARRANZA 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002730,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.4034,-99.1965,DFIST000522,"DFIST000522
OBSERVATORIO
ISSSTE
AVENIDA OBSERVATORIO 222
UNIDAD DE CONSULTA EXTERNA",157,DFIST000522,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.3922,-99.1986,DFSSA004381,"DFSSA004381
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL AOB- 2
SSA
CAMINO REAL TOLUCA ENTRE PARALELAS 1 2 Y 3 SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004381,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.4893,-99.1992,DFSSA000234,"DFSSA000234
C.S.T-II TEZOZOMOC
SSA
AVENIDARAFAEL BUELNA ESQUNA AMUSGOS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000234,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4894,-99.1993,DFSSA018381,"DFSSA018381
UNEME CAPA TEZOZOMOC
SSA
AVENIDARAFAEL BUELNA ESQUINA AMUSGOS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018381,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.3368,-99.1994,DFIMS000452,"DFIMS000452
HGO 4 SAN ANGEL
IMSS
AVENIDA RÍO MAGDALENA ENTRE ALTAMIRANO E HIDALGO 289
UNIDAD DE HOSPITALIZACIÓN",162,DFIMS000452,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3691,-99.1999,DFSSA002310,"DFSSA002310
C.S.T-II LA CASCADA
SSA
ROSA TREPADORA ESQUINA GUIJAS ENTRE PERIDOTO Y PIEDRA AZUL SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002310,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.4,-99.2,DFHUN000023,"DFHUN000023
CENTRO COMUNITARIO SANTA FÉ
UNIVERSITARIO
JOAQUÍN GALLO 101
UNIDAD DE CONSULTA EXTERNA",182,DFHUN000023,UNIVERSITARIOS,UNIVERSITARIO,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.4,-99.2,DFSDN000021,"DFSDN000021
ENFERMERÍA
SEDENA
AVENIDA VASCO DE QUIRÓGA 1403
UNIDAD DE HOSPITALIZACIÓN",182,DFSDN000021,SECRETARÍA DE LA DEFENSA NACIONAL,SEDENA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3814,-99.2005,DFSSA002416,"DFSSA002416
C.S.T-III MINAS DE CRISTO
SSA
PROLONGACIÓN RÍO BECERRA ENTRE ANDADOR FRANCISCO ARRIAGA Y ANDADOR ANSELMO ZARATUZA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002416,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.5008,-99.2009,DFSSA018912,"DFSSA018912
UNIDAD DE SALUD DE LA RED ÁNGEL ESTACIÓN ROSARIO
SSA
AVENIDA EL ROSARIO Y TIERRA COLORADA LÍNEA 7 STC METRO 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018912,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4515,-99.201,DFIST000510,"DFIST000510
LEGARIA
ISSSTE
CALZADA LEGARIA 361
UNIDAD DE CONSULTA EXTERNA",157,DFIST000510,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.3886,-99.2011,DFSSA018212,"DFSSA018212
JEFATURA DE MEDICINA LEGAL DE LA  ZONA PONIENTE
SSA
ESCUADRON 201 SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018212,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3887,-99.2013,DFSSA002276,"DFSSA002276
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL AOB- 1
SSA
ESCUADRON 201 Y BATALLON DE SAN PATRICIO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002276,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3399,-99.2016,DFSSA002264,"DFSSA002264
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL AOB- 3,4
SSA
AVENIDA MÉXICO Y AVENIDA TOLUCA 10
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002264,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.4554,-99.2027,DFSSA003635,"DFSSA003635
C.S.T-III LAGO CARDIEL
SSA
LAGO CARDIEL 61
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003635,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4981,-99.2031,DFSSA000065,"DFSSA000065
HOSPITAL MATERNO INFANTIL DR. NICOLÁS M. CEDILLO
SSA
GUSTAVO J. ESQUINA VÍCTOR HERNÁNDEZ COVARRUBIAS SIN NÚMERO
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA000065,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4506,-99.2033,DFSSA003541,"DFSSA003541
HOSPITAL PEDIÁTRICO LEGARIA
SSA
CALZADA LEGARIA 371
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA003541,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.51,-99.204,DFSSA004352,"DFSSA004352
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL AZC- 1
SSA
AVENIDA DE LAS CULTURAS Y EJE 5 NORTE 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004352,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.2206,-99.2041,DFSSA018632,"DFSSA018632
UNEME CAPA DR. GERARDO VARELA MARISCAL
SSA
MATAMOROS Y ALLENDE SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018632,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.4749,-99.2042,DFSSA000123,"DFSSA000123
C.S.T-I SAN MIGUEL AMANTLA
SSA
DEMOCRACIAS Y MORELOS SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000123,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.2204,-99.2042,DFSSA002870,"DFSSA002870
C.S.T-III DR. GERARDO VARELA MARISCAL
SSA
MATAMOROS Y ALLENDE SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002870,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.423,-99.2057,DFSSA004096,"DFSSA004096
INSTITUTO NACIONAL DE PERINATOLOGÍA ISIDRO ESPINOSA DE LOS REYES
SSA
MONTES URALES 800
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA004096,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.2852,-99.2077,DFSSA002865,"DFSSA002865
C.S.T-III AMPLIACIÓN HIDALGO
SSA
ADOLFO RUIZ CORTINES ESQUINA FRANCISCO I MADERO ZONA 2 MANZANA 124-A LOTE 2
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002865,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.2722,-99.2081,DFSSA018166,"DFSSA018166
HOSPITAL GENERAL AJUSCO MEDIO
SSA
ENCINOS ENTRE HORTENCIA Y PIÑANONA 42
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA018166,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.2749,-99.2082,DFSSA002696,"DFSSA002696
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL TLP- 2,3
SSA
CARRETERA PANORAMICA AJUSCO KM. 5 1/2 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002696,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.2751,-99.2084,DFSSA002684,"DFSSA002684
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL TLP- 1
SSA
CARRETERA PANORAMICA AJUSCO KM. 5 1/2 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002684,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.508,-99.2091,DFIMS000090,"DFIMS000090
UMF 33 ROSARIO
IMSS
AVENIDA LAS CULTURAS ESQUINA RENACIMIENTO SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000090,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4263,-99.2105,DFSSA004434,"DFSSA004434
CONSULTORIO MÉDICO LEGAL DE LA COORDINACION TERRITORIAL MIH-3
SSA
ALTAI Y ALPES 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004434,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4297,-99.2116,DFSDN000050,"DFSDN000050
CENTRO HOSPITALARIO DEL ESTADO MAYOR PRESIDENCIAL
SEDENA
CONSTITUYENTES ESQUINA CON PERIFÉRICO 247
UNIDAD DE HOSPITALIZACIÓN",182,DFSDN000050,SECRETARÍA DE LA DEFENSA NACIONAL,SEDENA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4297,-99.2116,DFSDN000062,"DFSDN000062
CLÍNICA DE ESPECIALIDADES DE LA MUJER, D. F.
SEDENA
AVENIDA INDUSTRIA MILITAR SIN NÚMERO
UNIDAD DE HOSPITALIZACIÓN",182,DFSDN000062,SECRETARÍA DE LA DEFENSA NACIONAL,SEDENA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4297,-99.2116,DFSDN000074,"DFSDN000074
ENFERMERÍA MILITAR DEL CAMPO MILITAR. NO. 1-A, D. F.
SEDENA
AVENIDA ANILLO PERIFÉRICO NORTE Y CALZADA DE CONSCRIPTO 
UNIDAD DE HOSPITALIZACIÓN",182,DFSDN000074,SECRETARÍA DE LA DEFENSA NACIONAL,SEDENA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4297,-99.2116,DFSDN000086,"DFSDN000086
HOSPITAL CENTRAL MILITAR
SEDENA
BOULEVARD MANUEL ÁVILA CAMACHO ESQUINA CON GENERAL CABRAL 
UNIDAD DE HOSPITALIZACIÓN",182,DFSDN000086,SECRETARÍA DE LA DEFENSA NACIONAL,SEDENA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4786,-99.2117,DFSSA000263,"DFSSA000263
C.S.T-II SANTIAGO AHUIZOTLA
SSA
ROSAS MORENO ESQUINA NEXTENGO 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000263,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4792,-99.2117,DFSSA018393,"DFSSA018393
UNEME CAPA SANTIAGO AHUIZOTLA
SSA
ROSAS MORENO ESQUINA NEXTENGO 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018393,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.4297,-99.2119,DFIMS000744,"DFIMS000744
UMF 17 LEGARIA
IMSS
CALZADA LEGARÍA ESQUINA GRAN OSO Y CERRADA DE XIMILPA 354
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000744,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.4297,-99.2119,DFIMS000756,"DFIMS000756
UMF 5 C.ANÁHUAC
IMSS
AVENIDA MARINA NACIONAL Y MARIANO ESCOBEDO 
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000756,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.3708,-99.2131,DFSSA002433,"DFSSA002433
C.S.T-III DR. MANUEL MÁRQUEZ ESCOBEDO
SSA
JOAQUÍN PARDAVÉ 10
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002433,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.4384,-99.2132,DFSSA003594,"DFSSA003594
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL MIH-3 H2 DEL HOSPITAL DE LA CRUZ ROJA
SSA
EJÉRCITO NACIONAL 32
UNIDAD DE CONSULTA EXTERNA",186,DFSSA003594,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.3333,-99.2139,DFIMO000025,"DFIMO000025
EL OCOTAL 1
IMSS-PROSPERA
COCONETLA ENTRE AVENIDA COCONETLA Y AV SAN JERÓNIMO 1
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000025,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,LA MAGDALENA CONTRERAS
19.3333,-99.2139,DFIMO000030,"DFIMO000030
EL OCOTAL 2
IMSS-PROSPERA
COCONETLA SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000030,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,LA MAGDALENA CONTRERAS
19.3333,-99.2139,DFIMO000366,"DFIMO000366
EL OCOTAL 3
IMSS-PROSPERA
COCONETLA ENTRE AVENIDA COCONETLA Y AV SAN JERÓNIMO 1
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000366,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,LA MAGDALENA CONTRERAS
19.3333,-99.2139,DFSMM000055,"DFSMM000055
C.M.D. EL ROSAL
MUNICIPAL
SAN BERNABE 24
UNIDAD DE CONSULTA EXTERNA",182,DFSMM000055,SERVICIOS MÉDICOS MUNICIPALES,MUNICIPAL,DISTRITO FEDERAL,9,LA MAGDALENA CONTRERAS
19.4466,-99.2161,DFIST001012,"DFIST001012
ISSFAM
ISSSTE
AVENIDA INDUSTRIAL 1053
UNIDAD DE CONSULTA EXTERNA",157,DFIST001012,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,MIGUEL HIDALGO
19.482,-99.2161,DFSSA000222,"DFSSA000222
C.S.T-I 23 DE ABRIL
SSA
LIBERATO LARA Y ADRIÁN CASTREJÓN (MERCADO 23 DE ABRIL) 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA000222,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,AZCAPOTZALCO
19.398,-99.2164,DFIST000831,"DFIST000831
# 62 S.H.C.P.
ISSSTE
AVENIDA CONSTITUYENTES 1001
UNIDAD DE CONSULTA EXTERNA",157,DFIST000831,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,CUAUHTÉMOC
19.3552,-99.217,DFSSA002346,"DFSSA002346
C.S.T-I TARANGO
SSA
ANDADOR 5 Y 6 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002346,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3226,-99.2191,DFSSA004125,"DFSSA004125
CTRO. INTEGRAL DE SALUD MENTAL
SSA
PERIFERICO SUR 2905
UNIDAD DE CONSULTA EXTERNA",186,DFSSA004125,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,LA MAGDALENA CONTRERAS
19.3114,-99.22,DFIST000691,"DFIST000691
# 41 U.P.N.  S.E.P
ISSSTE
CARRETERA AL AJUSCO 24
UNIDAD DE CONSULTA EXTERNA",157,DFIST000691,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,ISSSTE,DISTRITO FEDERAL,9,TLALPAN
19.2757,-99.2221,DFSSA002894,"DFSSA002894
C.S.T-III CULTURA MAYA
SSA
IZAMAL ENTRE TEPEKAN Y HOPELCHEN SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002894,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.2916,-99.2228,DFSSA002836,"DFSSA002836
C.S.T-I LOMAS DE PADIERNA
SSA
IZAMAL ENTRE CHEMAX Y ACANCEH MANZANA 134 LOTE 6
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002836,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.3379,-99.2232,DFIMS000826,"DFIMS000826
UMF 162 C/UMAA
IMSS
AVENIDA TLAHUAC 5662
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000826,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,IZTAPALAPA
19.3757,-99.2247,DFSSA018376,"DFSSA018376
UNEME CAPA AMPLIACIÓN PRESIDENTES
SSA
JOHN F. KENNEDY ENTRE JAMES MONROE Y JEFFERSON SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",186,DFSSA018376,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3754,-99.2249,DFSSA002392,"DFSSA002392
C.S.T-III AMPLIACIÓN PRESIDENTES
SSA
PRESIDENTE JEFFERSON Y JOHN F. KENNEDY 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002392,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3083,-99.225,DFIMO000371,"DFIMO000371
RODEO 2
IMSS-PROSPERA
AVENIDA MÉXICO SAN MIGUEL XICALCO KM 24.5 CARRETERA FEDERAL A CUERNAVACA (RODEO) SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000371,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,TLALPAN
19.3083,-99.225,DFIMO000453,"DFIMO000453
TOPILEJO
IMSS-PROSPERA
PROLONGACIÓN CHAPULTEPEC ESQ. CRUZ BLANCA SAN MIGUEL TOPILEJO TLALPAN SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000453,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,TLALPAN
19.3083,-99.225,DFIMO000465,"DFIMO000465
PIÑANONA
IMSS-PROSPERA
CARRETERA PICACHO-AJUSCO KM. 5.5 CENTRO DE BIENESTAR SOCIAL PIÑANONA 
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000465,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,TLALPAN
19.3083,-99.225,DFIMO000470,"DFIMO000470
RODEO 1
IMSS-PROSPERA
AVENIDA MÉXICO SAN MIGUEL XICALCO KM 24.5 CARRETERA FEDERAL A CUERNAVACA (RODEO) SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000470,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,TLALPAN
19.3083,-99.225,DFSMA000034,"DFSMA000034
CLÍICA NAVAL DE CUEMANCO
SEMAR
CALZADA DEL HUESO 7700
UNIDAD DE CONSULTA EXTERNA",182,DFSMA000034,SECRETARÍA DE MARINA,SEMAR,DISTRITO FEDERAL,9,TLALPAN
19.3423,-99.2254,DFSSA002281,"DFSSA002281
C.S.T-I TETELPAN
SSA
CALZADA DESIERTO DE LOS LEONES 5020
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002281,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3154,-99.2257,DFSSA001960,"DFSSA001960
C.S.T-I HÉROES DE PADIERNA
SSA
OAXACA ENTRE SONORA Y VERACRUZ 20
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001960,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,LA MAGDALENA CONTRERAS
19.3011,-99.2263,DFSSA002812,"DFSSA002812
C.S.T-I BEKAL
SSA
PROLONGACIÓN BEKAL ENTRE ÁTICA Y PELOPONESO MANZANA 110 LOTE 22
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002812,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.2974,-99.2283,DFSSA002701,"DFSSA002701
C.S.T-II HORTENCIA
SSA
SACALUM ESQUINA CACALCHEN ZONA 574 MANZANA 9 LOTE 8
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002701,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
19.2531,-99.2286,DFIMO000552,"DFIMO000552
SAN ANDRES TOTOLTEPEC (TLALPAN 1)
IMSS-PROSPERA
CAMINO AL AMALILLO MANZANA 858, LOTE 72
UNIDAD DE CONSULTA EXTERNA",160,DFIMO000552,INSTITUTO MEXICANO DEL SEGURO SOCIAL. PROSPERA,IMSS-PROSPERA,DISTRITO FEDERAL,9,TLALPAN
19.349,-99.2297,DFSSA002351,"DFSSA002351
C.S.T-I PUENTE COLORADO
SSA
PUENTE NACIONAL 100
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002351,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3595,-99.2311,DFSSA002322,"DFSSA002322
C.S.T-I HERÓN PROAL
SSA
AVENIDA CENTENARIO 1225
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002322,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3782,-99.2317,DFSSA002363,"DFSSA002363
C.S.T-II JALALPA
SSA
PRIVADA CUAUHTÉMOC ENTRE LEONARDO BRAVO Y JUAN ALVAREZ MANZANA 26 LOTE 8
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002363,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3534,-99.235,DFSMA000010,"DFSMA000010
CENTRO MÉDICO NAVAL
SEMAR
BOULEVARD ADOLFO LÓPEZ MATEOS 230
UNIDAD DE HOSPITALIZACIÓN",182,DFSMA000010,SECRETARÍA DE MARINA,SEMAR,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3534,-99.235,DFSSA017886,"DFSSA017886
HOSPITAL GENERAL DR. ENRIQUE CABRERA
SSA
AVENIDA PROLONGACION 5 DE MAYO 3170
UNIDAD DE HOSPITALIZACIÓN",186,DFSSA017886,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3535,-99.2353,DFIMS000476,"DFIMS000476
UMF 12 SANTA FE
IMSS
PLAZA DE LOS HÉROES SIN NÚMERO
UNIDAD DE CONSULTA EXTERNA",162,DFIMS000476,INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS,DISTRITO FEDERAL,9,ÁLVARO OBREGÓN
19.3049,-99.2353,DFSSA001931,"DFSSA001931
CONSULTORIO MÉDICO LEGAL DE LA COORDINACIÓN TERRITORIAL MAC- 2
SSA
JARDÍN OBREGON 20
UNIDAD DE CONSULTA EXTERNA",186,DFSSA001931,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,LA MAGDALENA CONTRERAS
19.274,-99.2367,DFSSA002824,"DFSSA002824
C.S.T-I BOSQUES DEL PEDREGAL
SSA
SISAL CASI ESQUINA ENCINOS 
UNIDAD DE CONSULTA EXTERNA",186,DFSSA002824,SECRETARÍA DE SALUD,SSA,DISTRITO FEDERAL,9,TLALPAN
